data type,image_names,label,Xmax,Ymax,Xmin,Ymin
TRAIN,450-2020-04-29T12:29:25.086Z.jpg,pallets,0.8029557,0.9039409,0.1724138,0.5689655
TRAIN,374-2020-04-29T12:29:25.086Z.jpg,pallets,0.9918033,0.50985223,0.03442623,0.18472907
TRAIN,374-2020-04-29T12:29:25.086Z.jpg,pallets,0.8344262,0.908867,0.083606556,0.7955665
TRAIN,374-2020-04-29T12:29:25.086Z.jpg,pallets,0.83934426,0.8029557,0.08196721,0.6945813
TRAIN,374-2020-04-29T12:29:25.086Z.jpg,pallets,0.97868854,0.67487687,0.029508196,0.408867
TRAIN,135-2020-04-29T12:29:25.085Z.jpg,pallets,0.992891,0.20462634,0.79028434,0.14412811
TRAIN,135-2020-04-29T12:29:25.085Z.jpg,pallets,0.40758294,0.24021353,0.24763033,0.14234875
TRAIN,135-2020-04-29T12:29:25.085Z.jpg,pallets,0.72748816,0.45373666,0.528436,0.3469751
TRAIN,135-2020-04-29T12:29:25.085Z.jpg,pallets,0.978673,0.39679715,0.73815167,0.31316727
TRAIN,135-2020-04-29T12:29:25.085Z.jpg,pallets,0.5699052,0.16903915,0.4099526,0.104982205
TRAIN,135-2020-04-29T12:29:25.085Z.jpg,pallets,0.7488152,0.33451957,0.48104265,0.2188612
TRAIN,135-2020-04-29T12:29:25.085Z.jpg,pallets,0.4099526,0.33096084,0.25,0.2153025
TRAIN,135-2020-04-29T12:29:25.085Z.jpg,pallets,0.98578197,0.28647688,0.77488154,0.23487544
TRAIN,135-2020-04-29T12:29:25.085Z.jpg,pallets,0.40521327,0.14946619,0.25236967,0.071174376
TRAIN,135-2020-04-29T12:29:25.085Z.jpg,pallets,0.56161135,0.090747334,0.40639812,0.035587188
TRAIN,135-2020-04-29T12:29:25.085Z.jpg,pallets,0.9798578,0.11921708,0.77606636,0.051601425
TRAIN,135-2020-04-29T12:29:25.085Z.jpg,pallets,0.5521327,0.12455516,0.41469195,0.06939502
TRAIN,135-2020-04-29T12:29:25.085Z.jpg,pallets,0.7464455,0.23309608,0.49052134,0.16192171
TRAIN,135-2020-04-29T12:29:25.085Z.jpg,pallets,0.42180094,0.29003558,0.25829384,0.1797153
TRAIN,135-2020-04-29T12:29:25.085Z.jpg,pallets,0.992891,0.2508897,0.7819905,0.1886121
TRAIN,135-2020-04-29T12:29:25.085Z.jpg,pallets,0.7796208,0.06939502,0.578199,0.012455516
TRAIN,135-2020-04-29T12:29:25.085Z.jpg,pallets,0.5414692,0.0569395,0.41824645,0.008896797
TRAIN,135-2020-04-29T12:29:25.085Z.jpg,pallets,0.728673,0.95907474,0.4099526,0.49466193
TRAIN,135-2020-04-29T12:29:25.085Z.jpg,pallets,0.7322275,0.386121,0.5,0.30782917
TRAIN,135-2020-04-29T12:29:25.085Z.jpg,pallets,0.9834123,0.33096084,0.7819905,0.26868328
TRAIN,135-2020-04-29T12:29:25.085Z.jpg,pallets,0.40521327,0.1886121,0.24644549,0.11743772
TRAIN,135-2020-04-29T12:29:25.085Z.jpg,pallets,0.971564,0.17793594,0.7867299,0.09786477
TRAIN,304-2020-04-29T12:29:25.085Z.jpg,pallets,0.41525424,0.49644127,0.121468924,0.41459075
TRAIN,304-2020-04-29T12:29:25.085Z.jpg,pallets,0.42655367,0.92348754,0.13559322,0.85231316
TRAIN,304-2020-04-29T12:29:25.085Z.jpg,pallets,0.8545198,0.80427045,0.6581921,0.73487544
TRAIN,304-2020-04-29T12:29:25.085Z.jpg,pallets,0.9519774,0.46975088,0.5861582,0.38967973
TRAIN,304-2020-04-29T12:29:25.085Z.jpg,pallets,0.9576271,0.7402135,0.829096,0.6850534
TRAIN,304-2020-04-29T12:29:25.085Z.jpg,pallets,0.6694915,0.85231316,0.45762712,0.7900356
TRAIN,167-2020-04-29T12:29:25.085Z.jpg,pallets,0.99261993,0.7906404,0.009225092,0.18226601
TRAIN,590-2020-04-29T12:39:21.327Z.jpg,pallets,0.98933333,0.5836299,0.105333336,0.13701068
TRAIN,590-2020-04-29T12:39:21.327Z.jpg,pallets,0.50666666,0.7099644,0.05733333,0.42348754
TRAIN,504-2020-04-29T12:39:21.326Z.jpg,,0,0,0,0
TRAIN,77-2020-04-25T09:28:15.810Z.jpg,pallets,0.7027864,0.57580173,0.5727554,0.16763848
TRAIN,77-2020-04-25T09:28:15.810Z.jpg,pallets,0.5995872,0.41399416,0.34262127,0.2813411
TRAIN,77-2020-04-25T09:28:15.810Z.jpg,pallets,0.6026832,0.23323615,0.3642931,0.14868805
TRAIN,77-2020-04-25T09:28:15.810Z.jpg,pallets,0.5872033,0.5408163,0.36842105,0.39067057
TRAIN,77-2020-04-25T09:28:15.810Z.jpg,pallets,0.60784316,0.8483965,0.044375643,0.52478135
TRAIN,77-2020-04-25T09:28:15.810Z.jpg,pallets,0.5975232,0.46793002,0.3508772,0.34110788
TRAIN,77-2020-04-25T09:28:15.810Z.jpg,pallets,0.59133124,0.34548104,0.35706913,0.21428572
TRAIN,77-2020-04-25T09:28:15.810Z.jpg,pallets,0.98039216,0.5174927,0.6584107,0.19970846
TRAIN,44-2020-04-29T12:29:25.085Z.jpg,pallets,0.98458374,0.76880735,0.79239464,0.5229358
TRAIN,44-2020-04-29T12:29:25.085Z.jpg,pallets,0.71017474,0.67706424,0.28263104,0.15412845
TRAIN,44-2020-04-29T12:29:25.085Z.jpg,pallets,0.98047274,0.96330273,0.8180884,0.7944954
TRAIN,44-2020-04-29T12:29:25.085Z.jpg,pallets,0.98458374,0.86972475,0.8057554,0.6587156
TRAIN,44-2020-04-29T12:29:25.085Z.jpg,pallets,0.7194245,0.8440367,0.2672148,0.3504587
TRAIN,44-2020-04-29T12:29:25.085Z.jpg,pallets,0.9886948,0.82568806,0.7934224,0.5889908
TRAIN,44-2020-04-29T12:29:25.085Z.jpg,pallets,0.71428573,0.7651376,0.2733813,0.24954128
TRAIN,44-2020-04-29T12:29:25.085Z.jpg,pallets,0.70298046,0.6165138,0.27954778,0.05321101
TRAIN,44-2020-04-29T12:29:25.085Z.jpg,pallets,0.98458374,0.91926605,0.8150051,0.72844034
TRAIN,44-2020-04-29T12:29:25.085Z.jpg,pallets,0.72970194,0.9266055,0.2589928,0.46605504
TRAIN,27-2020-04-29T12:29:25.085Z.jpg,pallets,0.91709185,0.6939502,0.7385204,0.47508895
TRAIN,27-2020-04-29T12:29:25.085Z.jpg,pallets,0.9285714,0.8096085,0.73341835,0.56049824
TRAIN,27-2020-04-29T12:29:25.085Z.jpg,pallets,0.9158163,0.4644128,0.76658165,0.29003558
TRAIN,27-2020-04-29T12:29:25.085Z.jpg,pallets,0.92346936,0.26868328,0.75382656,0.046263345
TRAIN,27-2020-04-29T12:29:25.085Z.jpg,pallets,0.9119898,0.5818505,0.75765306,0.42882562
TRAIN,192-2020-04-29T12:29:25.085Z.jpg,pallets,0.7208589,0.39145908,0.018404908,0.29003558
TRAIN,192-2020-04-29T12:29:25.085Z.jpg,pallets,0.86503065,0.28291816,0.40490797,0.21708184
TRAIN,192-2020-04-29T12:29:25.085Z.jpg,pallets,0.83435583,0.24021353,0.38957056,0.15836298
TRAIN,192-2020-04-29T12:29:25.085Z.jpg,pallets,0.82515335,0.31850535,0.33128834,0.23843417
TRAIN,423-2020-04-29T12:29:25.086Z.jpg,,0,0,0,0
TRAIN,537-2020-04-29T12:39:21.326Z.jpg,,0,0,0,0
TRAIN,118-2020-04-29T12:29:25.085Z.jpg,pallets,0.6943292,0.47416973,0.4384509,0.36162362
TRAIN,118-2020-04-29T12:29:25.085Z.jpg,pallets,0.4107884,0.8690037,0.16320886,0.797048
TRAIN,118-2020-04-29T12:29:25.085Z.jpg,pallets,0.8174274,0.67712176,0.7095436,0.6107011
TRAIN,118-2020-04-29T12:29:25.085Z.jpg,pallets,0.40248963,0.4095941,0.16182573,0.33579335
TRAIN,118-2020-04-29T12:29:25.085Z.jpg,pallets,0.40525588,0.5848709,0.1604426,0.5
TRAIN,118-2020-04-29T12:29:25.085Z.jpg,pallets,0.71784234,0.6476015,0.44674966,0.55535054
TRAIN,118-2020-04-29T12:29:25.085Z.jpg,pallets,0.41493776,0.2712177,0.16597511,0.17527676
TRAIN,118-2020-04-29T12:29:25.085Z.jpg,pallets,0.8188105,0.76014763,0.70816046,0.6918819
TRAIN,118-2020-04-29T12:29:25.085Z.jpg,pallets,0.813278,0.47601476,0.69709545,0.38191882
TRAIN,118-2020-04-29T12:29:25.085Z.jpg,pallets,0.4107884,0.3302583,0.16182573,0.23616236
TRAIN,118-2020-04-29T12:29:25.085Z.jpg,pallets,0.8188105,0.8487085,0.72337484,0.7693727
TRAIN,118-2020-04-29T12:29:25.085Z.jpg,pallets,0.8118949,0.22509225,0.6943292,0.10885609
TRAIN,118-2020-04-29T12:29:25.085Z.jpg,pallets,0.70262796,0.53690034,0.44260028,0.45571956
TRAIN,118-2020-04-29T12:29:25.085Z.jpg,pallets,0.4107884,0.795203,0.16182573,0.7066421
TRAIN,118-2020-04-29T12:29:25.085Z.jpg,pallets,0.40802214,0.6660517,0.1604426,0.59225094
TRAIN,118-2020-04-29T12:29:25.085Z.jpg,pallets,0.8229599,0.50738007,0.70262796,0.42619926
TRAIN,118-2020-04-29T12:29:25.085Z.jpg,pallets,0.40387276,0.49446493,0.16735823,0.41512915
TRAIN,118-2020-04-29T12:29:25.085Z.jpg,pallets,0.7164592,0.31549814,0.43153527,0.23247233
TRAIN,118-2020-04-29T12:29:25.085Z.jpg,pallets,0.8077455,0.28597787,0.69709545,0.17712177
TRAIN,118-2020-04-29T12:29:25.085Z.jpg,pallets,0.4107884,0.16789667,0.16182573,0.08118081
TRAIN,118-2020-04-29T12:29:25.085Z.jpg,pallets,0.824343,0.5885609,0.7053942,0.51476014
TRAIN,118-2020-04-29T12:29:25.085Z.jpg,pallets,0.80912864,0.42066422,0.6998617,0.34317344
TRAIN,118-2020-04-29T12:29:25.085Z.jpg,pallets,0.70816046,0.78228784,0.43983403,0.69557196
TRAIN,118-2020-04-29T12:29:25.085Z.jpg,pallets,0.6998617,0.49815497,0.43983403,0.42435426
TRAIN,118-2020-04-29T12:29:25.085Z.jpg,pallets,0.40940526,0.92435426,0.16735823,0.8690037
TRAIN,118-2020-04-29T12:29:25.085Z.jpg,pallets,0.8188105,0.7103321,0.70816046,0.6476015
TRAIN,118-2020-04-29T12:29:25.085Z.jpg,pallets,0.7095436,0.88376385,0.4384509,0.80073804
TRAIN,118-2020-04-29T12:29:25.085Z.jpg,pallets,0.39834026,0.4501845,0.1604426,0.37453875
TRAIN,118-2020-04-29T12:29:25.085Z.jpg,pallets,0.41493776,0.6254613,0.16320886,0.54428047
TRAIN,118-2020-04-29T12:29:25.085Z.jpg,pallets,0.6998617,0.26383764,0.43706778,0.18265682
TRAIN,118-2020-04-29T12:29:25.085Z.jpg,pallets,0.8118949,0.8118081,0.7275242,0.7287823
TRAIN,118-2020-04-29T12:29:25.085Z.jpg,pallets,0.40387276,0.36900368,0.16459198,0.28228784
TRAIN,118-2020-04-29T12:29:25.085Z.jpg,pallets,0.8188105,0.88560885,0.72890735,0.8173432
TRAIN,118-2020-04-29T12:29:25.085Z.jpg,pallets,0.79806364,0.36715868,0.6943292,0.29335794
TRAIN,118-2020-04-29T12:29:25.085Z.jpg,pallets,0.70124483,0.69926196,0.44536653,0.61254615
TRAIN,118-2020-04-29T12:29:25.085Z.jpg,pallets,0.70816046,0.8302583,0.4384509,0.74169743
TRAIN,118-2020-04-29T12:29:25.085Z.jpg,pallets,0.40525588,0.8376384,0.16182573,0.76014763
TRAIN,118-2020-04-29T12:29:25.085Z.jpg,pallets,0.41355464,0.76014763,0.16320886,0.6660517
TRAIN,118-2020-04-29T12:29:25.085Z.jpg,pallets,0.8215768,0.55166054,0.70677733,0.47601476
TRAIN,118-2020-04-29T12:29:25.085Z.jpg,pallets,0.40802214,0.53690034,0.16597511,0.45571956
TRAIN,118-2020-04-29T12:29:25.085Z.jpg,pallets,0.7164592,0.92804426,0.43706778,0.8560886
TRAIN,118-2020-04-29T12:29:25.085Z.jpg,pallets,0.81051177,0.32841328,0.6943292,0.23431735
TRAIN,118-2020-04-29T12:29:25.085Z.jpg,pallets,0.7219917,0.59409595,0.44260028,0.50369006
TRAIN,118-2020-04-29T12:29:25.085Z.jpg,pallets,0.40940526,0.22509225,0.16459198,0.12177122
TRAIN,118-2020-04-29T12:29:25.085Z.jpg,pallets,0.8188105,0.63468635,0.70677733,0.5590406
TRAIN,118-2020-04-29T12:29:25.085Z.jpg,pallets,0.70816046,0.37453875,0.43706778,0.27490774
TRAIN,313-2020-04-29T12:29:25.086Z.jpg,pallets,0.8888889,0.5533808,0.32777777,0.46263346
TRAIN,313-2020-04-29T12:29:25.086Z.jpg,pallets,0.8888889,0.7099644,0.35555556,0.62811387
TRAIN,313-2020-04-29T12:29:25.086Z.jpg,pallets,0.8703704,0.40925267,0.33888888,0.30604982
TRAIN,313-2020-04-29T12:29:25.086Z.jpg,pallets,0.88148147,0.6352313,0.35185185,0.5533808
TRAIN,313-2020-04-29T12:29:25.086Z.jpg,pallets,0.39074075,0.73843414,0.06111111,0.17793594
TRAIN,313-2020-04-29T12:29:25.086Z.jpg,pallets,0.9,0.47686833,0.31851852,0.40035588
TRAIN,580-2020-04-29T12:39:21.327Z.jpg,pallets,0.8489388,0.5818505,0.07116105,0.4217082
TRAIN,580-2020-04-29T12:39:21.327Z.jpg,pallets,0.84019977,0.8291815,0.07365793,0.66548043
TRAIN,580-2020-04-29T12:39:21.327Z.jpg,pallets,0.8689138,0.33096084,0.081148565,0.19039147
TRAIN,580-2020-04-29T12:39:21.327Z.jpg,pallets,0.84019977,0.71530247,0.07865169,0.55516016
TRAIN,580-2020-04-29T12:39:21.327Z.jpg,pallets,0.8576779,0.20106761,0.09363296,0.071174376
TRAIN,580-2020-04-29T12:39:21.327Z.jpg,pallets,0.8476904,0.94128114,0.08988764,0.78291816
TRAIN,580-2020-04-29T12:39:21.327Z.jpg,pallets,0.85393256,0.46797153,0.076154806,0.30782917
TRAIN,25-2020-04-29T12:29:25.085Z.jpg,pallets,0.5724382,0.5566502,0.022968197,0.41625616
TRAIN,25-2020-04-29T12:29:25.085Z.jpg,pallets,0.34805652,0.7463054,0.007067138,0.5960591
TRAIN,25-2020-04-29T12:29:25.085Z.jpg,pallets,0.34982333,0.8743842,0.026501767,0.75123155
TRAIN,438-2020-04-29T12:29:25.086Z.jpg,pallets,0.9815005,0.8091743,0.024665982,0.025688073
TRAIN,438-2020-04-29T12:29:25.086Z.jpg,pallets,0.96197325,0.96330273,0.0668037,0.5816514
TRAIN,343-2020-04-29T12:29:25.086Z.jpg,pallets,0.37110835,0.94348896,0.04856787,0.54545456
TRAIN,343-2020-04-29T12:29:25.086Z.jpg,pallets,0.94520545,0.9140049,0.06973848,0.44226044
TRAIN,343-2020-04-29T12:29:25.086Z.jpg,pallets,0.9414695,0.92383295,0.34993774,0.4864865
TRAIN,453-2020-04-29T12:29:25.086Z.jpg,pallets,0.8540984,0.50246304,0.5967213,0.39901477
TRAIN,453-2020-04-29T12:29:25.086Z.jpg,pallets,0.9704918,0.91871923,0.3262295,0.5320197
TRAIN,453-2020-04-29T12:29:25.086Z.jpg,pallets,0.8557377,0.33251232,0.5704918,0.22660099
TRAIN,453-2020-04-29T12:29:25.086Z.jpg,pallets,0.25245902,0.7118227,0.014754098,0.50985223
TRAIN,453-2020-04-29T12:29:25.086Z.jpg,pallets,0.91639346,0.23152709,0.47540984,0.12315271
TRAIN,453-2020-04-29T12:29:25.086Z.jpg,pallets,0.85737705,0.39655173,0.5934426,0.317734
TRAIN,257-2020-04-29T12:29:25.085Z.jpg,pallets,0.98663926,0.9159213,0.008221994,0.035778176
TRAIN,166-2020-04-29T12:29:25.085Z.jpg,,0,0,0,0
TRAIN,531-2020-04-29T12:39:21.326Z.jpg,pallets,0.9898374,0.94483984,0.06097561,0.5836299
TRAIN,531-2020-04-29T12:39:21.326Z.jpg,pallets,0.98373985,0.12099644,0.57723576,0.023131672
TRAIN,531-2020-04-29T12:39:21.326Z.jpg,pallets,0.49390244,0.50711745,0.042682927,0.17793594
TRAIN,531-2020-04-29T12:39:21.326Z.jpg,pallets,0.4898374,0.12811388,0.050813008,0.019572955
TRAIN,531-2020-04-29T12:39:21.326Z.jpg,pallets,0.949187,0.5142349,0.5711382,0.12811388
TRAIN,466-2020-04-29T12:29:25.086Z.jpg,pallets,0.9875445,0.46263346,0.024911031,0.3113879
TRAIN,466-2020-04-29T12:29:25.086Z.jpg,pallets,0.99753696,0.5714286,0.027093597,0.45566502
TRAIN,466-2020-04-29T12:29:25.086Z.jpg,pallets,0.911032,0.886121,0.08007117,0.7811388
TRAIN,466-2020-04-29T12:29:25.086Z.jpg,pallets,0.9466192,0.6975089,0.008896797,0.56049824
TRAIN,466-2020-04-29T12:29:25.086Z.jpg,pallets,0.95320195,0.8054187,0.04187192,0.6970443
TRAIN,466-2020-04-29T12:29:25.086Z.jpg,pallets,0.9852217,0.30541873,0.002463054,0.039408866
TRAIN,466-2020-04-29T12:29:25.086Z.jpg,pallets,0.9661922,0.5818505,0.048042703,0.46263346
TRAIN,466-2020-04-29T12:29:25.086Z.jpg,pallets,0.9630542,0.7044335,0.05172414,0.5837439
TRAIN,466-2020-04-29T12:29:25.086Z.jpg,pallets,0.89145905,0.94483984,0.1227758,0.85231316
TRAIN,466-2020-04-29T12:29:25.086Z.jpg,pallets,0.93950176,0.7935943,0.076512456,0.68327403
TRAIN,466-2020-04-29T12:29:25.086Z.jpg,pallets,0.91871923,0.8866995,0.07635468,0.8054187
TRAIN,466-2020-04-29T12:29:25.086Z.jpg,pallets,0.99014777,0.4359606,0.022167487,0.3275862
TRAIN,466-2020-04-29T12:29:25.086Z.jpg,pallets,0.98932385,0.2935943,0.010676157,0.044483986
TRAIN,104-2020-04-29T12:29:25.085Z.jpg,pallets,0.9845304,0.9519573,0.014364641,0.076512456
TRAIN,289-2020-04-29T12:29:25.085Z.jpg,pallets,0.7729084,0.8866995,0.12549801,0.6477833
TRAIN,289-2020-04-29T12:29:25.085Z.jpg,pallets,0.7450199,0.6945813,0.16135459,0.5123153
TRAIN,289-2020-04-29T12:29:25.085Z.jpg,pallets,0.8944223,0.82512313,0.7270916,0.28817734
TRAIN,174-2020-04-29T12:29:25.085Z.jpg,pallets,0.5909558,0.8311927,0.09660843,0.6825688
TRAIN,174-2020-04-29T12:29:25.085Z.jpg,pallets,0.6073998,0.5963303,0.07091469,0.44954127
TRAIN,174-2020-04-29T12:29:25.085Z.jpg,pallets,0.58581704,0.4825688,0.0647482,0.18532111
TRAIN,174-2020-04-29T12:29:25.085Z.jpg,pallets,0.96197325,0.8293578,0.5025694,0.058715597
TRAIN,174-2020-04-29T12:29:25.085Z.jpg,pallets,0.6115108,0.70642203,0.069886945,0.57247704
TRAIN,141-2020-04-29T12:29:25.085Z.jpg,,0,0,0,0
TRAIN,554-2020-04-29T12:39:21.326Z.jpg,pallets,0.21311475,0.7044335,0.055737704,0.6477833
TRAIN,554-2020-04-29T12:39:21.326Z.jpg,pallets,0.22295082,0.5344828,0.062295083,0.45812806
TRAIN,554-2020-04-29T12:39:21.326Z.jpg,pallets,0.7295082,0.70197046,0.45901638,0.591133
TRAIN,554-2020-04-29T12:39:21.326Z.jpg,pallets,0.20819671,0.6182266,0.057377048,0.5320197
TRAIN,554-2020-04-29T12:39:21.326Z.jpg,pallets,0.19344263,0.74384236,0.06393442,0.6995074
TRAIN,554-2020-04-29T12:39:21.326Z.jpg,pallets,0.20983607,0.5640394,0.055737704,0.5
TRAIN,554-2020-04-29T12:39:21.326Z.jpg,pallets,0.7754098,0.53940886,0.647541,0.47536945
TRAIN,554-2020-04-29T12:39:21.326Z.jpg,pallets,0.20655738,0.6625616,0.04262295,0.5763547
TRAIN,329-2020-04-29T12:29:25.086Z.jpg,pallets,0.42,0.36298934,0.204,0.28113878
TRAIN,329-2020-04-29T12:29:25.086Z.jpg,pallets,0.62133336,0.64234877,0.41466665,0.56227756
TRAIN,329-2020-04-29T12:29:25.086Z.jpg,pallets,0.424,0.5177936,0.20533334,0.4466192
TRAIN,329-2020-04-29T12:29:25.086Z.jpg,pallets,0.23066667,0.455516,0.068,0.38256228
TRAIN,329-2020-04-29T12:29:25.086Z.jpg,pallets,0.22666667,0.7099644,0.072,0.6316726
TRAIN,329-2020-04-29T12:29:25.086Z.jpg,pallets,0.84,0.56049824,0.612,0.5
TRAIN,329-2020-04-29T12:29:25.086Z.jpg,pallets,0.612,0.31494662,0.41333333,0.22241993
TRAIN,329-2020-04-29T12:29:25.086Z.jpg,pallets,0.41466665,0.61032027,0.21066667,0.52313167
TRAIN,329-2020-04-29T12:29:25.086Z.jpg,pallets,0.856,0.6370107,0.61866665,0.57829183
TRAIN,329-2020-04-29T12:29:25.086Z.jpg,pallets,0.21733333,0.5338078,0.072,0.45907474
TRAIN,329-2020-04-29T12:29:25.086Z.jpg,pallets,0.424,0.4483986,0.228,0.35409254
TRAIN,329-2020-04-29T12:29:25.086Z.jpg,pallets,0.232,0.8024911,0.078666665,0.73487544
TRAIN,329-2020-04-29T12:29:25.086Z.jpg,pallets,0.83066666,0.31316727,0.6106667,0.26334518
TRAIN,329-2020-04-29T12:29:25.086Z.jpg,pallets,0.42533332,0.75088966,0.22133334,0.6868327
TRAIN,329-2020-04-29T12:29:25.086Z.jpg,pallets,0.628,0.55871886,0.43066666,0.47508895
TRAIN,329-2020-04-29T12:29:25.086Z.jpg,pallets,0.6253333,0.85765123,0.41866666,0.7953737
TRAIN,329-2020-04-29T12:29:25.086Z.jpg,pallets,0.8373333,0.8505338,0.60933334,0.7900356
TRAIN,329-2020-04-29T12:29:25.086Z.jpg,pallets,0.224,0.76868325,0.06666667,0.69928825
TRAIN,329-2020-04-29T12:29:25.086Z.jpg,pallets,0.62,0.3950178,0.42666668,0.31494662
TRAIN,329-2020-04-29T12:29:25.086Z.jpg,pallets,0.62666667,0.8274021,0.428,0.7544484
TRAIN,329-2020-04-29T12:29:25.086Z.jpg,pallets,0.41066667,0.6868327,0.22133334,0.60854095
TRAIN,329-2020-04-29T12:29:25.086Z.jpg,pallets,0.83066666,0.6743772,0.62266666,0.6209964
TRAIN,329-2020-04-29T12:29:25.086Z.jpg,pallets,0.61866665,0.76512456,0.41866666,0.68149465
TRAIN,329-2020-04-29T12:29:25.086Z.jpg,pallets,0.23866667,0.64768684,0.06266667,0.5569395
TRAIN,329-2020-04-29T12:29:25.086Z.jpg,pallets,0.8293333,0.39323843,0.612,0.33274022
TRAIN,329-2020-04-29T12:29:25.086Z.jpg,pallets,0.8466667,0.5213523,0.6066667,0.455516
TRAIN,329-2020-04-29T12:29:25.086Z.jpg,pallets,0.22266667,0.35765123,0.050666668,0.27758008
TRAIN,329-2020-04-29T12:29:25.086Z.jpg,pallets,0.43066666,0.8256228,0.23066667,0.7597865
TRAIN,329-2020-04-29T12:29:25.086Z.jpg,pallets,0.6386667,0.48398575,0.42266667,0.3950178
TRAIN,329-2020-04-29T12:29:25.086Z.jpg,pallets,0.41066667,0.4039146,0.216,0.31850535
TRAIN,329-2020-04-29T12:29:25.086Z.jpg,pallets,0.61333334,0.68327403,0.41066667,0.59786475
TRAIN,329-2020-04-29T12:29:25.086Z.jpg,pallets,0.8386667,0.8024911,0.608,0.7402135
TRAIN,329-2020-04-29T12:29:25.086Z.jpg,pallets,0.43066666,0.85409254,0.22,0.7882562
TRAIN,329-2020-04-29T12:29:25.086Z.jpg,pallets,0.22533333,0.7597865,0.07066666,0.6743772
TRAIN,329-2020-04-29T12:29:25.086Z.jpg,pallets,0.612,0.36120996,0.42266667,0.2758007
TRAIN,329-2020-04-29T12:29:25.086Z.jpg,pallets,0.624,0.80071175,0.42,0.71352315
TRAIN,329-2020-04-29T12:29:25.086Z.jpg,pallets,0.41866666,0.64234877,0.21333334,0.5569395
TRAIN,329-2020-04-29T12:29:25.086Z.jpg,pallets,0.83066666,0.7597865,0.61333334,0.7099644
TRAIN,329-2020-04-29T12:29:25.086Z.jpg,pallets,0.62266666,0.7188612,0.41866666,0.63879
TRAIN,329-2020-04-29T12:29:25.086Z.jpg,pallets,0.23733333,0.6067616,0.072,0.52491105
TRAIN,329-2020-04-29T12:29:25.086Z.jpg,pallets,0.41733333,0.71530247,0.22266667,0.63879
TRAIN,329-2020-04-29T12:29:25.086Z.jpg,pallets,0.22533333,0.8291815,0.08,0.7597865
TRAIN,329-2020-04-29T12:29:25.086Z.jpg,pallets,0.83066666,0.35409254,0.624,0.29181495
TRAIN,329-2020-04-29T12:29:25.086Z.jpg,pallets,0.428,0.7900356,0.22,0.7241993
TRAIN,329-2020-04-29T12:29:25.086Z.jpg,pallets,0.62266666,0.4466192,0.41733333,0.36120996
TRAIN,329-2020-04-29T12:29:25.086Z.jpg,pallets,0.22533333,0.49644127,0.048,0.4163701
TRAIN,329-2020-04-29T12:29:25.086Z.jpg,pallets,0.8413333,0.8772242,0.612,0.8202847
TRAIN,329-2020-04-29T12:29:25.086Z.jpg,pallets,0.82133335,0.27224198,0.61333334,0.2241993
TRAIN,329-2020-04-29T12:29:25.086Z.jpg,pallets,0.82666665,0.47508895,0.61466664,0.42348754
TRAIN,329-2020-04-29T12:29:25.086Z.jpg,pallets,0.824,0.7224199,0.62266666,0.658363
TRAIN,329-2020-04-29T12:29:25.086Z.jpg,pallets,0.6333333,0.52669036,0.42,0.43238434
TRAIN,329-2020-04-29T12:29:25.086Z.jpg,pallets,0.236,0.68327403,0.068,0.5960854
TRAIN,329-2020-04-29T12:29:25.086Z.jpg,pallets,0.43866667,0.5747331,0.212,0.48932385
TRAIN,329-2020-04-29T12:29:25.086Z.jpg,pallets,0.84,0.5996441,0.608,0.54448396
TRAIN,329-2020-04-29T12:29:25.086Z.jpg,pallets,0.83066666,0.4395018,0.61866665,0.38434163
TRAIN,329-2020-04-29T12:29:25.086Z.jpg,pallets,0.42533332,0.49288255,0.212,0.39145908
TRAIN,329-2020-04-29T12:29:25.086Z.jpg,pallets,0.22,0.4128114,0.061333332,0.33274022
TRAIN,329-2020-04-29T12:29:25.086Z.jpg,pallets,0.416,0.3202847,0.212,0.23309608
TRAIN,329-2020-04-29T12:29:25.086Z.jpg,pallets,0.62133336,0.5996441,0.41733333,0.52491105
TRAIN,171-2020-04-29T12:29:25.085Z.jpg,pallets,0.9847095,0.14692983,0.6055046,0.09429824
TRAIN,171-2020-04-29T12:29:25.085Z.jpg,pallets,0.96941894,0.23684211,0.5810397,0.18859649
TRAIN,171-2020-04-29T12:29:25.085Z.jpg,pallets,0.49235475,0.90789473,0.003058104,0.84429824
TRAIN,171-2020-04-29T12:29:25.085Z.jpg,pallets,0.48929664,0.8377193,0.009174312,0.55701756
TRAIN,171-2020-04-29T12:29:25.085Z.jpg,pallets,0.6299694,0.18640351,0.25076452,0.10745614
TRAIN,171-2020-04-29T12:29:25.085Z.jpg,pallets,0.9969419,0.78289473,0.50152904,0.7149123
TRAIN,171-2020-04-29T12:29:25.085Z.jpg,pallets,0.9235474,0.36622807,0.57186544,0.32456142
TRAIN,171-2020-04-29T12:29:25.085Z.jpg,pallets,0.9174312,0.3223684,0.5810397,0.27192983
TRAIN,171-2020-04-29T12:29:25.085Z.jpg,pallets,0.9877676,0.67105263,0.49847096,0.5833333
TRAIN,171-2020-04-29T12:29:25.085Z.jpg,pallets,0.5902141,0.35307017,0.23853211,0.2609649
TRAIN,171-2020-04-29T12:29:25.085Z.jpg,pallets,0.97553515,0.90570176,0.49541286,0.8201754
TRAIN,171-2020-04-29T12:29:25.085Z.jpg,pallets,0.941896,0.27850878,0.5963303,0.22807017
